Timestamp,node_cpu_seconds_total,node_load_1m,node_load_5m,node_load_15m,node_memory_MemTotal_bytes,node_memory_MemAvailable_bytes,node_swap_utilization,node_disk_read_bytes_total,node_disk_written_bytes_total,node_disk_reads_completed_total,node_disk_read_time_seconds_total,node_network_receive_bytes_total,node_network_transmit_bytes_total,node_network_dropped_packets,node_network_transmit_errors,container_cpu_usage_seconds_total,container_memory_working_set_bytes,container_fs_usage_bytes,container_rx_bytes,container_tx_bytes,kube_pod_container_status_restarts_total,pod_ready_status,pod_scheduling_latency_ms,os_cpu_time,os_cpu_util_percentage,os_memory_usage_mb,os_memory_resident_mb,os_disk_read_bytes_rate,os_disk_write_bytes_rate,os_disk_read_requests_rate,os_disk_write_requests_rate,os_network_incoming_bytes_rate,os_network_outgoing_bytes_rate,os_network_packet_drop_rate,os_hypervisor_vcpus_total,os_hypervisor_vcpus_used,os_hypervisor_memory_mb_total,os_hypervisor_memory_mb_used,os_hypervisor_local_gb_total,os_hypervisor_local_gb_used,os_api_response_latency_ms,os_rabbitmq_queue_depth,os_haproxy_connections,mist_time_to_connect_ms,mist_coverage_score,mist_capacity_score,mist_roaming_score,mist_ap_cpu_utilization,mist_ap_memory_utilization,mist_ap_uptime_seconds,mist_ap_temperature_c,mist_channel_utilization_24ghz,mist_channel_utilization_5ghz,mist_channel_utilization_6ghz,mist_noise_floor_dbm,mist_rf_retries_percent,mist_client_rssi,mist_client_snr,mist_client_tx_bytes,mist_client_rx_bytes,mist_client_throughput_kbps,mist_client_connection_state,app_http_response_code,app_request_latency_ms,app_throughput_kbps,Fault_Label
2026-05-01T22:53:46Z,10000.068779906413,0.4585327094150741,0.4126794384735667,0.3668261675320593,16000000000,7908361209.700306,0.0,119296,119296,10,1.2,7359.074071648588,7857.250327638523,0,0,400.02292663547075,250000000,10000000,150000,120000,0,1,11.096043132128173,916.3879029969365,9.163879029969365,4215.569035028235,8215.569035028235,233,233,10,10,7359.074071648588,7857.250327638523,0,64,12,128000,35000,1000,250,17.300399178804124,0,45,191.6674463971208,99.0,100.0,98.0,15.0,40.0,86400,45.5,10.0,20.0,5.0,-95.0,2.272743765301479,-60.0,35.0,5000000,15000000,11663.081983878435,1,200,45.53891454626614,11663.081983878435,No_Fault
2026-05-01T22:54:01Z,10000.140443242768,0.4777555756973355,0.42998001812760195,0.38220446055786844,16000000000,7902973022.734437,0.0,80384,80384,10,1.2,8186.599451758473,8653.198311769316,0,0,400.0468144142556,250000000,10000000,150000,120000,0,1,11.10026506079863,970.2697726556314,9.702697726556314,4045.9933263841594,8045.993326384159,157,157,10,10,8186.599451758473,8653.198311769316,0,64,12,128000,35000,1000,250,26.533100589893344,0,45,209.58761948816917,99.0,100.0,98.0,15.0,40.0,86415,45.5,10.0,20.0,5.0,-95.0,2.3365519558154833,-60.0,35.0,5000000,15000000,12433.601660086864,1,200,41.14698559860903,12433.601660086864,No_Fault
2026-05-01T22:54:16Z,10000.208213781958,0.4518035946032645,0.4066232351429381,0.36144287568261163,16000000000,7903934119.711256,0.0,112640,112640,10,1.2,7240.490404781351,7689.151244394423,0,0,400.0694045939858,250000000,10000000,150000,120000,0,1,11.094569044266356,960.6588028874385,9.606588028874384,4171.750123165844,8171.750123165844,220,220,10,10,7240.490404781351,7689.151244394423,0,64,12,128000,35000,1000,250,17.143048609651412,0,45,209.43116427227895,99.0,100.0,98.0,15.0,40.0,86430,45.5,10.0,20.0,5.0,-95.0,2.0036963272153088,-60.0,35.0,5000000,15000000,11976.93668413935,1,200,46.286308395030936,11976.93668413935,No_Fault
2026-05-01T22:54:31Z,10000.2825994669,0.4959045662764508,0.44631410964880575,0.39672365302116064,16000000000,7905889706.424789,0.0,100352,100352,10,1.2,7036.947453003877,7435.878775898087,0,0,400.09419982229963,250000000,10000000,150000,120000,0,1,11.104266057856108,941.1029357521079,9.411029357521079,4169.268942342297,8169.268942342297,196,196,10,10,7036.947453003877,7435.878775898087,0,64,12,128000,35000,1000,250,26.43116627824398,0,45,207.20300729650432,99.0,100.0,98.0,15.0,40.0,86445,45.5,10.0,20.0,5.0,-95.0,2.003784362618387,-60.0,35.0,5000000,15000000,12256.569392911562,1,200,40.85148582496981,12256.569392911562,No_Fault
2026-05-01T22:54:46Z,10000.357371972388,0.49848336992330283,0.44863503293097257,0.3987866959386423,16000000000,7910604491.182083,0.0,94208,94208,10,1.2,8141.102912934966,7273.593675627074,0.8907169319146295,0,400.1191239907958,250000000,10000000,150000,120000,0,1,11.104835741821207,893.9550881791689,8.939550881791689,4144.925079195508,8144.925079195508,184,184,10,10,8141.102912934966,7273.593675627074,0.8907169319146295,64,12,128000,35000,1000,250,25.765859880929824,0,45,223.08571462913542,99.0,99.70309435602846,98.0,15.0,40.0,86460,45.5,10.0,20.0,5.0,-95.0,2.5724524793380583,-60.0,35.0,5000000,15000000,11885.208827466307,1,200,40.454692106925165,11885.208827466307,No_Fault
2026-05-01T22:55:01Z,10000.430469561446,0.48731726038985745,0.4385855343508717,0.389853808311886,16000000000,7916303965.28637,0.0,83968,83968,10,1.2,8924.675756080585,8489.750633114387,0.5065276685782425,0,400.1434898538153,250000000,10000000,150000,120000,0,1,11.10237115145218,836.960347136301,8.36960347136301,4043.8759214280444,8043.875921428044,164,164,10,10,8924.675756080585,8489.750633114387,0.5065276685782425,64,12,128000,35000,1000,250,22.090497737301234,0,45,202.39855563431863,99.0,99.83115744380726,98.0,15.0,40.0,86475,45.5,10.0,20.0,5.0,-95.0,1.5907296968298739,-60.0,35.0,5000000,15000000,11764.997243356156,1,200,43.624668272143154,11764.997243356156,No_Fault
2026-05-01T22:55:16Z,10000.5044788836,0.4933954810296655,0.444055932926699,0.39471638482373245,16000000000,7911490211.26901,0.0,110592,110592,10,1.2,7846.083992226428,8881.268953823002,1.4568597851095637,0,400.16815962786677,250000000,10000000,150000,120000,0,1,11.10371205733633,885.0978873099084,8.850978873099084,4134.432111140223,8134.432111140223,216,216,10,10,7846.083992226428,8881.268953823002,1.4568597851095637,64,12,128000,35000,1000,250,17.365270071239472,0,45,198.99317386226755,99.0,99.51438007163014,98.0,15.0,40.0,86490,45.5,10.0,20.0,5.0,-95.0,1.6474122532197848,-60.0,35.0,5000000,15000000,11811.441454114283,1,200,43.69350976962327,11811.441454114283,No_Fault
2026-05-01T22:55:31Z,10000.581428365966,0.5129965490978218,0.4616968941880396,0.41039723927825744,16000000000,7914303391.626348,0.0,113664,113664,10,1.2,8346.77903317266,8736.480168358758,2.4386434617141632,0,400.1938094553217,250000000,10000000,150000,120000,0,1,11.10804733642701,856.9660837365212,8.569660837365213,4219.474972460644,8219.474972460644,222,222,10,10,8346.77903317266,8736.480168358758,2.4386434617141632,64,12,128000,35000,1000,250,18.782855663761364,0,45,204.77036959561974,99.0,99.18711884609527,98.0,15.0,40.0,86505,45.5,10.0,20.0,5.0,-95.0,2.482992883678998,-60.0,35.0,5000000,15000000,11026.563838883072,1,200,39.86026820282231,11026.563838883072,No_Fault
2026-05-01T22:55:46Z,10000.655868739213,0.496269154986833,0.4466422394881497,0.39701532398946643,16000000000,7911420103.553393,0.0,78848,78848,10,1.2,8941.345397094346,8983.866210634382,2.6760254227963762,0,400.21862291307104,250000000,10000000,150000,120000,0,1,11.10434658137946,885.7989644660659,8.857989644660659,4048.832188673101,8048.832188673101,154,154,10,10,8941.345397094346,8983.866210634382,2.6760254227963762,64,12,128000,35000,1000,250,23.555640033434052,0,45,212.29228331354085,99.0,99.10799152573455,98.0,15.0,40.0,86520,45.5,10.0,20.0,5.0,-95.0,1.907458631126243,-60.0,35.0,5000000,15000000,11583.903678288494,1,200,44.765999845320465,11583.903678288494,No_Fault
2026-05-01T22:56:01Z,10000.724967450262,0.4606580736577272,0.4145922662919545,0.3685264589261818,16000000000,7902826547.913195,0.0,94720,94720,10,1.2,7037.029564460462,7030.676744041842,2.701397127008841,0,400.2416558167539,250000000,10000000,150000,120000,0,1,11.096509129338823,971.7345208680548,9.717345208680548,4151.1777688719785,8151.1777688719785,185,185,10,10,7037.029564460462,7030.676744041842,2.701397127008841,64,12,128000,35000,1000,250,19.833193508896205,0,45,226.27105754878687,99.0,99.09953429099706,98.0,15.0,40.0,86535,45.5,10.0,20.0,5.0,-95.0,2.0540266496978203,-60.0,35.0,5000000,15000000,11257.168703842059,1,200,41.824398362698716,11257.168703842059,No_Fault
